번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),업무구분명,상세업무구분명,권리주체일련번호,총직원수
88,동물약국,02_03_02_P,3450000,3.45E+17,20180314,,1,영업/정상,0,정상,,,,,053-357-7464,39.6,,대구광역시 북구 노원동3가 775번지,"대구광역시 북구 팔달로 165, 1층 (노원동3가)",41557,독일약국,2.01803E+13,I,59:59.0,,341537.2977,266521.3821,동물약국,,0,
89,동물약국,02_03_02_P,3450000,3.45E+17,20180330,,1,영업/정상,0,정상,,,,,053-261-7901,0,,대구광역시 북구 태전동 1063,"대구광역시 북구 칠곡중앙대로 393, 3층 (태전동)",41451,편안약국,2.02202E+13,U,40:00.0,,339606.7905,271175.6671,동물약국,,0,0
90,동물약국,02_03_02_P,3450000,3.45E+17,20180702,,1,영업/정상,0,정상,,,,,053-325-1685,50.38,,대구광역시 북구 사수동 953번지,대구광역시 북구 한강로4길 9 (사수동),41598,희약국,2.01807E+13,I,59:59.0,,336670.4767,267264.5678,동물약국,,0,
91,동물약국,02_03_02_P,3450000,3.45E+17,20140624,,1,영업/정상,0,정상,,,,,053-321-0436,,,대구광역시 북구 읍내동 1297-19번지,대구광역시 북구 관음중앙로 141-1 (읍내동),41439,온누리참조은약국,2.01406E+13,I,59:59.0,,339596.125,272771.8396,동물약국,,0,
92,동물약국,02_03_02_P,3450000,3.45E+17,20141010,,1,영업/정상,0,정상,,,,,053-355-0023,0,,대구광역시 북구 침산동 285-4,대구광역시 북구 침산로 144 (침산동),41560,한우리약국,2.02202E+13,U,40:00.0,,343657.4722,266590.7101,동물약국,,0,0
93,동물약국,02_03_02_P,3450000,3.45E+17,20130726,,1,영업/정상,0,정상,,,,,951-3540,,,대구광역시 북구 서변동 1738-10번지,대구광역시 북구 서변로 97 (서변동),41474,행복미소 동물약국,2.01307E+13,I,59:59.0,,344026.9623,270517.7742,동물약국,,0,
94,동물약국,02_03_02_P,3450000,3.45E+17,20131231,,1,영업/정상,0,정상,,,,,053-313-3325,0,,대구광역시 북구 구암동 765-3,대구광역시 북구 학정로 436 (구암동),41424,서울약국,2.02202E+13,U,40:00.0,,341063.1084,272592.0807,동물약국,,0,0
95,동물약국,02_03_02_P,3450000,3.45E+17,20140219,,1,영업/정상,0,정상,,,,,053-354-0950,,,대구광역시 북구 침산동 248-5번지,대구광역시 북구 침산로 128 (침산동),41584,침산제일약국,2.01402E+13,I,59:59.0,,343683.5114,266413.9829,동물약국,,0,
96,동물약국,02_03_02_P,3450000,3.45E+17,20150828,,1,영업/정상,0,정상,,,,,053-327-0775,,,대구광역시 북구 관음동 1378-4번지,대구광역시 북구 칠곡중앙대로 427 (관음동),41447,칠곡푸른약국,2.01508E+13,I,59:59.0,,339653.0062,271510.3947,동물약국,,0,
97,동물약국,02_03_02_P,3450000,3.45E+17,20160630,,1,영업/정상,0,정상,,,,,053-268-3929,87.65,,대구광역시 북구 산격동 1313-61번지,대구광역시 북구 산격로8길 35-1 (산격동),41544,화창한약국,2.01606E+13,I,59:59.0,,345243.4932,267118.8989,동물약국,,0,
98,동물약국,02_03_02_P,3450000,3.45E+17,20130730,,1,영업/정상,0,정상,,,,,218-4476,,,대구광역시 북구 산격동 1291-19번지,대구광역시 북구 대학로 143 (산격동),41535,해피동물약국,2.01307E+13,I,59:59.0,,345638.1492,267471.7195,동물약국,,0,
99,동물약국,02_03_02_P,3450000,3.45E+17,20130730,,1,영업/정상,0,정상,,,,,070-7809-1593,,,대구광역시 북구 복현동 183-3번지,대구광역시 북구 복현로 88 (복현동),41522,이레약국,2.01307E+13,I,59:59.0,,346406.7739,267769.8655,동물약국,,0,
100,동물약국,02_03_02_P,5690000,5.69E+17,20210630,,1,영업/정상,0,정상,,,,,,49.68,,세종특별자치시 보람동 744 스타힐타워Ⅱ 105호,"세종특별자치시 한누리대로 2129, 스타힐타워Ⅱ 105호 (보람동)",30150,병아리약국,2.02107E+13,U,40:00.0,,225902,330898,동물약국,,0,0
101,동물약국,02_03_02_P,3010000,3.01E+17,20210630,,1,영업/정상,0,정상,,,,,02-2233-5704,0,,서울특별시 중구 신당동 372-31,"서울특별시 중구 동호로 163, 3층 302호 (신당동)",4596,별약국,2.02106E+13,I,23:01.0,,200965.7772,450075.3715,동물약국,,0,0
102,동물약국,02_03_02_P,4540000,4.54E+17,19810515,,1,영업/정상,0,정상,,,,,735-2253,0,,충청남도 논산시 화지동 91-9번지,충청남도 논산시 중앙로 494 (화지동),32967,논산온누리약국,2.01512E+13,I,59:59.0,,207410.5698,300687.8845,동물약국,,0,
103,동물약국,02_03_02_P,4490000,5.66E+17,20130603,,1,영업/정상,0,정상,,,,,567-3801,,,충청남도 천안시 서북구 두정동 160번지,충청남도 천안시 서북구 봉정로 362 (두정동),31103,보룡약국,2.01306E+13,I,59:59.0,,212936.8185,370329.5191,동물약국,,0,0
104,동물약국,02_03_02_P,4490000,5.66E+17,20130607,,1,영업/정상,0,정상,,,,,568-6002,0,,충청남도 천안시 서북구 백석동 1009번지,"충청남도 천안시 서북구 한들3로 83, 103,104호 (백석동)",31091,삼성약국,2.01404E+13,I,59:59.0,,210923.4596,369968.4618,동물약국,,0,0
105,동물약국,02_03_02_P,4490000,5.66E+17,20130620,,1,영업/정상,0,정상,,,,,576-6686,,,충청남도 천안시 서북구 성정동 627-12번지,충청남도 천안시 서북구 서부3길 67 (성정동),31134,성정동물약국,2.01306E+13,I,59:59.0,,212468.6844,369240.18,동물약국,,0,0
106,동물약국,02_03_02_P,4490000,5.66E+17,20130712,,1,영업/정상,0,정상,,,,,522-0589,0,,충청남도 천안시 서북구 불당동 734번지 그랜드프라자 1층,"충청남도 천안시 서북구 불당17길 27, 1층 (불당동, 그랜드프라자)",31163,코끼리약국,2.01307E+13,I,59:59.0,,209818.9382,367598.8194,동물약국,,0,0
107,동물약국,02_03_02_P,4490000,5.66E+17,20140514,,1,영업/정상,0,정상,,,,,522-0822,0,,충청남도 천안시 서북구 성거읍 송남리 12-1번지,충청남도 천안시 서북구 성거읍 성거길 89,31046,튼튼약국,2.01405E+13,I,59:59.0,,217856.4158,374675.0022,동물약국,,0,0
108,동물약국,02_03_02_P,4490000,5.66E+17,20140611,,1,영업/정상,0,정상,,,,,041-572-0002,,,충청남도 천안시 서북구 쌍용동 394-8번지,충청남도 천안시 서북구 충무로 172 (쌍용동),31175,참조은약국,2.01406E+13,I,59:59.0,,211217.7053,365850.8681,동물약국,,0,0
109,동물약국,02_03_02_P,4510000,4.51E+17,20130610,,1,영업/정상,0,정상,,,,,041-936-1710,,,,충청남도 보령시 해태로 8 (대천동),33454,큰행복약국,2.01306E+13,I,59:59.0,,163381.0594,316948.7221,동물약국,,0,
110,동물약국,02_03_02_P,4510000,4.51E+17,20130723,,1,영업/정상,0,정상,,,,,041-934-9889,0,,충청남도 보령시 웅천읍 대창리 720-3번지,충청남도 보령시 웅천읍 장터중앙길 150,33520,일등동물약국,2.01307E+13,I,59:59.0,,163979.6152,304078.6283,동물약국,,F00,
111,동물약국,02_03_02_P,4510000,4.51E+17,20130730,,1,영업/정상,0,정상,,,,,041-936-1161,,,충청남도 보령시 동대동 1929번지,충청남도 보령시 주공로 12 (동대동),33471,대영동물약국,2.01606E+13,I,59:59.0,,164290.5006,316409.9112,동물약국,,0,
112,동물약국,02_03_02_P,4510000,4.51E+17,20151118,,1,영업/정상,0,정상,,,,,931-7083,0,,,"충청남도 보령시 대해로 890 (신흑동, 광장약국서해당구장)",33488,광장약국,2.01511E+13,I,59:59.0,,156554.7364,311770.7148,동물약국,,0,
113,동물약국,02_03_02_P,4510000,4.51E+17,20160425,,1,영업/정상,0,정상,,,,,931-8898,,,,"충청남도 보령시 대흥로 50-6 (대천동, 광우빌딩)",33455,시내동물약국,2.01604E+13,I,59:59.0,,163531.0512,316973.8145,동물약국,,0,
114,동물약국,02_03_02_P,4510000,4.51E+17,20180326,,1,영업/정상,0,정상,,,,,041-933-0092,0,,충청남도 보령시 죽정동 669-5번지,충청남도 보령시 지장골길 69 (죽정동),33443,팜플러스약국,2.01803E+13,I,59:59.0,,164271.6629,317632.3337,동물약국,,0,
115,동물약국,02_03_02_P,4540000,4.54E+17,19830624,,1,영업/정상,0,정상,,,,,735-3952,0,,충청남도 논산시 화지동 45번지,충청남도 논산시 중앙로492번길 19 (화지동),32967,대우약국,2.01402E+13,I,59:59.0,,207575.2843,300734.9204,동물약국,,0,
116,동물약국,02_03_02_P,4540000,4.54E+17,20130329,,1,영업/정상,0,정상,,,,,730-1064,,,충청남도 논산시 연산면 청동리 608번지,충청남도 논산시 연산면 청동로 18,32913,연산하나로약국,2.01303E+13,I,59:59.0,,217517.9923,300852.1465,동물약국,,0,
117,동물약국,02_03_02_P,4540000,4.54E+17,20150313,,1,영업/정상,0,정상,,,,,,0,,,충청남도 논산시 해월로 165 (반월동),32968,성신약국,2.01503E+13,I,59:59.0,,207580.461,300508.7853,동물약국,,0,
118,동물약국,02_03_02_P,4540000,4.54E+17,20160318,,1,영업/정상,0,정상,,,,,041-745-2350,,,충청남도 논산시 강경읍 대흥리 23-5번지,충청남도 논산시 강경읍 계백로 154,32939,옵티마강경제일약국,2.01603E+13,I,59:59.0,,201465.1982,295231.9284,동물약국,,0,
119,동물약국,02_03_02_P,4540000,4.54E+17,20160318,,1,영업/정상,0,정상,,,,,041-733-9988,,,충청남도 논산시 취암동 1045-1번지,충청남도 논산시 계백로 1000 (취암동),32974,중앙온누리약국,2.01603E+13,I,59:59.0,,207865.4905,300277.4815,동물약국,,0,
120,동물약국,02_03_02_P,4540000,4.54E+17,20170614,,1,영업/정상,0,정상,,,,,735-5202,,,,충청남도 논산시 시민로 217 (내동),32988,홍약국,2.01706E+13,I,59:59.0,,208645.7586,298410.6593,동물약국,,0,
121,동물약국,02_03_02_P,4490000,5.66E+17,20151127,,1,영업/정상,0,정상,,,,,523-4230,254.22,,충청남도 천안시 서북구 두정동 943번지,"충청남도 천안시 서북구 원두정3길 37 (두정동, 화인메트로병원)",31107,동대문약국,2.01511E+13,I,59:59.0,,212143.9017,370237.1862,동물약국,,0,0
122,동물약국,02_03_02_P,4490000,5.66E+17,20160303,,1,영업/정상,0,정상,,,,,041-578-7845,,,충청남도 천안시 서북구 쌍용동 191번지,"충청남도 천안시 서북구 충무로 187, 1층 (쌍용동, E 마트)",31180,마더스약국,2.01603E+13,I,59:59.0,,211285.6413,366082.2268,동물약국,,0,0
123,동물약국,02_03_02_P,4490000,5.66E+17,20160812,,1,영업/정상,0,정상,,,,,041-522-0323,,,충청남도 천안시 서북구 두정동 1063번지,"충청남도 천안시 서북구 부성7길 3, 1층 (두정동, 레몬타워)",31100,두정동물약국,2.01608E+13,I,59:59.0,,211888.4922,370654.5275,동물약국,,0,0
124,동물약국,02_03_02_P,4490000,5.66E+17,20150806,,1,영업/정상,0,정상,,,,,582-6978,174.87,,,충청남도 천안시 서북구 성환읍 성환1로 248,31016,성환녹십자약국,2.01508E+13,I,59:59.0,,211350.9538,379492.0288,동물약국,,0,0
125,동물약국,02_03_02_P,4550000,4.55E+17,20130611,,1,영업/정상,0,정상,,,,,041-752-3263,69.68,,충청남도 금산군 금산읍 상리 124-2번지,충청남도 금산군 금산읍 금산로 1442-1,32740,형수당약국,2.01306E+13,I,59:59.0,,243916.4698,289215.4217,동물약국,,0,
126,동물약국,02_03_02_P,4550000,4.55E+17,20131213,,1,영업/정상,0,정상,,,,,041-754-0733,,,충청남도 금산군 추부면 마전리 420-24번지,충청남도 금산군 추부면 하마전로 18,32714,마전약국,2.01312E+13,I,59:59.0,,242081.7442,298945.6609,동물약국,,0,
127,동물약국,02_03_02_P,4550000,4.55E+17,20151015,,1,영업/정상,0,정상,,,,,041-752-5022,,,,충청남도 금산군 추부면 마전로 56 (영광약국),32714,영광약국,2.0151E+13,I,59:59.0,,241938.9052,299054.2604,동물약국,,0,
128,동물약국,02_03_02_P,4550000,4.55E+17,20160119,,1,영업/정상,0,정상,,,,,041-753-0076,,,,충청남도 금산군 금산읍 인삼로 85 (장춘약국),32738,장춘약국,2.01601E+13,I,59:59.0,,244155.8,289279.445,동물약국,,0,
129,동물약국,02_03_02_P,4550000,4.55E+17,20160321,,1,영업/정상,0,정상,,,,,041-752-5013,,,충청남도 금산군 추부면 마전리 414-19번지,충청남도 금산군 추부면 하마전로 13,32714,흥일약국,2.01603E+13,I,59:59.0,,242042.1206,298954.3671,동물약국,,0,
130,동물약국,02_03_02_P,4490000,5.66E+17,20130508,,1,영업/정상,0,정상,,,,,554-1555,,,충청남도 천안시 서북구 백석동 875번지,충청남도 천안시 서북구 백석4길 3 (백석동),31158,천안동물약국,2.01401E+13,I,59:59.0,,211046.2268,369023.2306,동물약국,,0,0
131,동물약국,02_03_02_P,4490000,5.66E+17,20130523,,1,영업/정상,0,정상,,,,,577-8188,,,충청남도 천안시 서북구 성거읍 저리 53-2번지 삼일아파트 상가동 105호,"충청남도 천안시 서북구 성거읍 성거길 103, 상가동 105호 (삼일아파트)",31045,일등온누리약국,2.01305E+13,I,59:59.0,,217841.6066,374823.8834,동물약국,,0,0
132,동물약국,02_03_02_P,4490000,4.49E+17,20040518,,1,영업/정상,0,정상,,,,,555-2757,0,,충청남도 천안시 동남구 북면 연춘리 112-2번지 샬롬약국,"충청남도 천안시 동남구 북면 충절로 1304, 샬롬약국",31243,샬롬약국,2.01805E+13,I,59:59.0,,222423.7069,363177.5271,동물약국,,0,0
133,동물약국,02_03_02_P,4490000,5.65E+17,20130417,,1,영업/정상,0,정상,,,,,554-1275,,,충청남도 천안시 동남구 목천읍 신계리 166-21번지,충청남도 천안시 동남구 목천읍 충절로 921,31233,목천약국,2.01304E+13,I,59:59.0,,218854.7139,363763.1024,동물약국,,0,0
134,동물약국,02_03_02_P,4620000,4.62E+17,19930422,,1,영업/정상,0,정상,,,,,,0,,충청남도 태안군 태안읍 동문리 481-18번지,충청남도 태안군 태안읍 중앙로 83,32141,종합 약국,2.0111E+13,I,59:59.0,,137267.5717,361598.805,동물약국,,0,
135,동물약국,02_03_02_P,4620000,4.62E+17,20130705,,1,영업/정상,0,정상,,,,,,,,충청남도 태안군 태안읍 남문리 702-1번지,충청남도 태안군 태안읍 동백로 310,32144,푸른솔약국,2.01307E+13,I,59:59.0,,137766.3618,360930.3859,동물약국,,0,
136,동물약국,02_03_02_P,4620000,4.62E+17,20140416,,1,영업/정상,0,정상,,,,,416733380,,,충청남도 태안군 안면읍 1248-2번지,충청남도 태안군 안면읍 장터로 112,32164,안면약국,2.01404E+13,I,59:59.0,,141327.3471,335319.4472,동물약국,,0,
137,동물약국,02_03_02_P,4620000,4.62E+17,20150603,,1,영업/정상,0,정상,,,,,041-674-3323,,,충청남도 태안군 안면읍 승언리 1131번지,"충청남도 태안군 안면읍 장터로 105-4, 1층 (백경타운 B동)",32164,서산약국,2.01506E+13,I,59:59.0,,141295.2408,335258.3741,동물약국,,0,
138,동물약국,02_03_02_P,4400000,4.4E+17,20131206,,1,영업/정상,0,정상,,,,,043-653-7500,,,충청북도 제천시 남천동 395번지,충청북도 제천시 용두천로 98 (남천동),27174,제천종로약국,2.01312E+13,I,59:59.0,,307654.0329,404504.0499,동물약국,,0,
139,동물약국,02_03_02_P,4400000,4.4E+17,20140529,,1,영업/정상,0,정상,,,,,043-642-3207,0,,충청북도 제천시 덕산면 도전리 1776-22번지,충청북도 제천시 덕산면 약초로3길 3-1,27223,성민약국,2.01801E+13,I,59:59.0,,303835.1924,379279.0148,동물약국,,0,
140,동물약국,02_03_02_P,4400000,4.4E+17,20160125,,1,영업/정상,0,정상,,,,,,,,충청북도 제천시 신백동 167-1번지,충청북도 제천시 의병대로 225 (신백동),27178,행복약국,2.01601E+13,I,59:59.0,,308817.429,404144.5076,동물약국,,0,
141,동물약국,02_03_02_P,4400000,4.4E+17,20160803,,1,영업/정상,0,정상,,,,,043-653-9959,,,충청북도 제천시 청전동 639번지,"충청북도 제천시 의림대로 264 (청전동, 비둘기아파트)",27152,원일약국,2.01608E+13,I,59:59.0,,307971.4972,406186.2195,동물약국,,0,
142,동물약국,02_03_02_P,4400000,4.4E+17,20170417,,1,영업/정상,0,정상,,,,,043-645-1722,,,충청북도 제천시 청전동 125-7번지,"충청북도 제천시 의림대로 222 (청전동, 두손메디칼센타)",27152,두손온누리약국,2.01704E+13,I,59:59.0,,307839.1483,405711.9578,동물약국,,0,
143,동물약국,02_03_02_P,4400000,4.4E+17,20170816,,1,영업/정상,0,정상,,,,,647-3611,,,충청북도 제천시 중앙로1가 124번지,충청북도 제천시 의림대로14길 4 (중앙로1가),27173,중앙로약국,2.01708E+13,I,59:59.0,,307549.179,404738.4995,동물약국,,0,
144,동물약국,02_03_02_P,4400000,4.4E+17,20170915,,1,영업/정상,0,정상,,,,,043-642-9554,,,충청북도 제천시 하소동 71-2번지,충청북도 제천시 하소로 48 (하소동),27162,제천100세약국,2.01709E+13,I,59:59.0,,306470.7108,404957.4345,동물약국,,0,
145,동물약국,02_03_02_P,4400000,4.4E+17,19810706,,1,영업/정상,0,정상,,,,,043-647-3013,0,,충청북도 제천시 중앙로1가 102-4번지,충청북도 제천시 의병대로 88 (중앙로1가),27172,동산약국,2.01206E+13,I,59:59.0,,307488.1257,404477.5128,동물약국,,0,
146,동물약국,02_03_02_P,4400000,4.4E+17,20171213,,1,영업/정상,0,정상,,,,,043-646-2286,,,충청북도 제천시 장락동 1050번지 신안실크밸리아파트,"충청북도 제천시 내토로59길 31 (장락동, 신안실크밸리아파트)",27149,장락약국,2.01712E+13,I,59:59.0,,308700,406416,동물약국,,0,
147,동물약국,02_03_02_P,4400000,4.4E+17,20180222,,1,영업/정상,0,정상,,,,,,,,충청북도 제천시 신백동 150-5번지,충청북도 제천시 의병대로 233 (신백동),27178,온누리 건강약국,2.01802E+13,I,59:59.0,,308882.228,404133.0973,동물약국,,0,
148,동물약국,02_03_02_P,4470000,4.47E+17,20130808,,1,영업/정상,0,정상,,,,,043-882-5140,0,,충청북도 음성군 금왕읍 무극리 58-6번지,충청북도 음성군 금왕읍 무극로 278,27634,건강약국,2.01401E+13,I,59:59.0,,252664.2485,388035.8378,동물약국,,0,
149,동물약국,02_03_02_P,4470000,4.47E+17,20151210,,1,영업/정상,0,정상,,,,,,0,,충청북도 음성군 맹동면 동성리 462번지,충청북도 음성군 맹동면 대하로 271,27738,열린동물약국,2.01512E+13,I,59:59.0,,248420.3752,379030.7841,동물약국,,0,
150,동물약국,02_03_02_P,4470000,4.47E+17,20160511,,1,영업/정상,0,정상,,,,,043-877-0143,,,충청북도 음성군 금왕읍 무극리 244-12번지,충청북도 음성군 금왕읍 무극로 284,27634,금왕종로약국,2.01605E+13,I,59:59.0,,252744.9016,388071.1778,동물약국,,0,
151,동물약국,02_03_02_P,4470000,4.47E+17,20160511,,1,영업/정상,0,정상,,,,,043-877-1132,79,,,"충청북도 음성군 맹동면 대하로 295, 104호 (자음프라자 4층)",27738,혁신미소약국,2.01605E+13,I,59:59.0,,248555,379236,동물약국,,0,
